"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YHR053C_mRNA",4308.66035648542,-0.111522784269602,0.256429616192354,-0.434906021876763,0.663630643401775,0.931620277034289
"YPR010C_mRNA",6223.80315747143,-0.179068229582624,0.250095934509051,-0.71599816260165,0.473992483459423,0.863034817664508
"YLR199C_mRNA",55.3454292137988,1.30982654301731,1.20917899993486,1.08323626451325,0.278703567017602,0.74576327828909
"YDR021W_mRNA",16.9001192459408,0.509236799424333,1.93852103129015,0.262693461254542,0.792786857002435,0.953315063010595
"YER119C-A_mRNA",0.968536198007804,2.82371543223318,4.82226812243658,0.585557534450494,0.558172892488574,NA
"YGL041C-B_mRNA",1.22258064059199,1.00300220602517,4.81081051330678,0.208489235493863,0.834846986806394,NA
"YBR292C_mRNA",4.90611556464076,-3.76183608348171,3.6924729071838,-1.01878501969858,0.308305039101935,NA
"YPR079W_mRNA",342.440576791445,-0.67829571696287,0.499050014985797,-1.3591738234537,0.174091514019941,0.638929993538555
"YDL194W_mRNA",125.167615748126,1.65068640490319,1.06078079798309,1.55610509545583,0.119683103562615,0.555686550137649
"YDR049W_mRNA",347.523947508552,0.381215813368652,0.455465678810318,0.836980328274991,0.402603625602559,0.818027215143609
"YMR039C_mRNA",278.708769721603,0.563063710172987,0.601378529166796,0.936288348959026,0.349124745299065,0.786868195037029
"YKL026C_mRNA",1.95873854951476,0.938120256187459,4.71563191419332,0.198938397495331,0.842310932919784,NA
"YMR128W_mRNA",626.104507438235,-0.0382039916413937,0.392674260043334,-0.0972918154532911,0.9224946554887,0.979775156284777
"YDR209C_mRNA",3.49872311156521,-0.137062570961061,3.44651567348822,-0.039768445568199,0.968277733109878,NA
"YER133W-A_mRNA",0,NA,NA,NA,NA,NA
"YIL177C_mRNA",229.103411180288,-1.04227224268228,3.35596523733967,-0.310573015204563,0.756125244114866,0.952022758663538
"YGL238W_mRNA",370.302882899816,-0.612771437824867,0.482145632249576,-1.27092603735892,0.203754962472981,0.677859846869571
"YOR087W_mRNA",290.685332083582,-0.213955928595676,0.500804560621836,-0.427224401331354,0.669215889918756,0.932719927554676
"YPR095C_mRNA",413.730984576613,-0.220940092643604,0.429595461691037,-0.514298013703187,0.607043650218289,0.913604982190893
"YPL016W_mRNA",648.278444170666,-0.508513561738341,0.395463770453375,-1.28586636686178,0.198489703372195,0.672224532522353
"YJL041W_mRNA",2832.65730178702,-0.307738342662782,0.236594288357929,-1.30070064158617,0.193360942595342,0.664584070881264
"YJR122W_mRNA",231.104271286083,-1.16326130336038,0.711910184856148,-1.634000086114,0.102258832514678,0.519610979674079
"YER074W_mRNA",21774.8680797317,-0.235354366510341,0.249506328984886,-0.943280146310827,0.345537628181963,0.784622556455847
"YGL109W_mRNA",0,NA,NA,NA,NA,NA
